,rsp_id,country,departamento,municipio,neighborhood,rural_urban,rsp_sex,rsp_age,hh_size,remittances_yn,remesa_efectivo_uso_pct/2,exp_6months_currency,exp_6months_health,avg_income_currency,avg_income_amount,exp_6months_health_USD
2337,2661,SLV,1184,15566,"Cant_n Santa Cruz, Caser_o El desvio",1,1,51,4,1,,1,20.0,1.0,100.0,20.0
2338,2660,SLV,1184,15566,"Cant_n Santa Cruz, Caser_o El desvio",1,1,32,5,0,,1,75.0,1.0,250.0,75.0
2339,2659,SLV,1184,15566,"Cant_n Santa Cruz, Caser_o El desv_o ",1,1,53,4,0,,1,300.0,1.0,60.0,300.0
2341,2657,SLV,1184,15566,"Cant_n Santa Cruz , Caser_o El desv_o ",1,1,34,3,0,,1,0.0,1.0,30.0,0.0
2342,2656,SLV,1184,15566,"Cant_n Santa Cruz, Caser_o El desv_o ",1,1,37,3,0,,1,60.0,1.0,175.0,60.0
2357,2641,SLV,1184,15566,Santa cruz,1,1,36,4,1,,1,2000.0,1.0,300.0,2000.0
2358,2640,SLV,1184,15566,Santa Cruz,1,1,71,3,0,,1,20.0,1.0,60.0,20.0
2359,2639,SLV,1184,15566,Santa cruz,1,1,35,6,0,,1,300.0,1.0,400.0,300.0
2360,2638,SLV,1184,15566,Santa Cruz,1,2,51,4,0,,1,480.0,1.0,400.0,480.0
2361,2637,SLV,1184,15566,Santa cruz,1,1,60,2,0,,1,0.0,,,0.0
2362,2636,SLV,1184,15566,Santa cruz,1,1,23,4,0,,1,200.0,,,200.0
2363,2635,SLV,1184,15566,Santa  cruz,1,2,55,5,1,50.0,1,250.0,1.0,500.0,250.0
2364,2634,SLV,1184,15566,Santa cruz,1,2,46,4,1,,1,0.0,1.0,500.0,0.0
2365,2633,SLV,1184,15566,Santa cruz,1,1,54,1,1,,1,0.0,,,0.0
2366,2632,SLV,1184,15566,Santa Cruz,1,1,31,5,0,,1,40.0,1.0,100.0,40.0
2367,2631,SLV,1184,15566,Santa Cruz,1,1,31,4,0,,1,10.0,1.0,120.0,10.0
2368,2630,SLV,1184,15566,Santa Cruz,1,1,76,3,0,,1,100.0,1.0,125.0,100.0
2369,2629,SLV,1184,15566,Santa Cruz,1,1,60,2,1,,1,600.0,1.0,200.0,600.0
2370,2628,SLV,1184,15566,Santa Cruz,1,2,62,4,0,,1,200.0,1.0,500.0,200.0
2371,2627,SLV,1184,15568,"Izcaquilio, Caserio Los Paniagua",1,2,66,5,0,,1,15.0,1.0,300.0,15.0
2372,2626,SLV,1184,15568,"Izcaquilio, comunidad Los Paniagua",1,1,32,3,1,,1,0.0,1.0,150.0,0.0
2373,2625,SLV,1184,15568,"La hermosa, San Juan",1,2,46,5,0,,1,0.0,1.0,100.0,0.0
2374,2624,SLV,1184,15568,Izcaquilio,1,1,47,2,0,,1,0.0,,,0.0
2375,2623,SLV,1184,15568,"Los Paniagua, Izcaquilio",1,1,39,5,0,,1,0.0,1.0,225.0,0.0
2376,2622,SLV,1184,15568,Los Paniaguas,1,2,55,5,0,,1,0.0,1.0,250.0,0.0
2377,2621,SLV,1184,15568,"Izcaquilio, Paniagua",1,2,50,4,0,,1,0.0,,,0.0
2378,2620,SLV,1184,15568,"La Hermosa, Cant_n San Juan ",1,2,31,4,0,,1,60.0,1.0,150.0,60.0
2379,2619,SLV,1184,15568,"La hermosa, canton San Juan",1,1,79,10,1,25.0,1,200.0,1.0,200.0,200.0
2380,2618,SLV,1184,15569,Barrio santa lucia,2,1,32,4,0,,1,22.0,1.0,240.0,22.0
2381,2617,SLV,1184,15566,Barrio el angel,2,1,19,5,0,,1,0.0,1.0,350.0,0.0
2382,2616,SLV,1184,15569,"Barrio santa lucia, ",2,2,30,7,0,,1,200.0,1.0,350.0,200.0
2383,2615,SLV,1184,15569,Barrio el angel,2,2,38,4,0,,1,275.0,1.0,800.0,275.0
2384,2614,SLV,1184,15569,"Barrio santa lucia, concepcion de ataco",2,1,36,12,0,,1,5.0,1.0,100.0,5.0
2385,2613,SLV,1184,15568,"Izcaquilio, Paniagua",1,1,22,3,0,,1,10.0,1.0,240.0,10.0
2386,2612,SLV,1184,15568,"Izcaquilio, Paniagua",1,2,54,3,0,,1,3.0,1.0,80.0,3.0
2387,2611,SLV,1184,15568,"La Hermosa, San Juan",1,2,51,3,0,,1,0.0,1.0,25.0,0.0
2388,2610,SLV,1184,15569,SANTA LUCIA,2,1,58,6,0,,1,0.0,1.0,180.0,0.0
2389,2609,SLV,1184,15569,Santa Lucia,2,2,26,4,0,,1,40.0,1.0,130.0,40.0
2390,2608,SLV,1184,15569,"Ataco, colonia santa lucia",2,2,36,8,1,,1,150.0,1.0,500.0,150.0
2391,2607,SLV,1184,15569,Santa Lucia,2,1,80,6,1,,1,270.0,1.0,100.0,270.0
2392,2606,SLV,1184,15569,SANTA LUCIA,2,1,32,2,1,,1,80.0,1.0,100.0,80.0
2393,2605,SLV,1184,15569,el angel,2,1,56,2,0,,1,360.0,1.0,250.0,360.0
2394,2604,SLV,1184,15569,SANTA LUCIA,2,1,42,3,0,,1,0.0,1.0,320.0,0.0
2395,2603,SLV,1184,15569,santa lucia,2,2,29,5,0,,1,150.0,1.0,260.0,150.0
2396,2602,SLV,1184,15569,Barrio el angel,2,2,51,2,1,60.0,1,300.0,1.0,700.0,300.0
2397,2601,SLV,1184,15569,EL ANGEL,2,1,22,8,0,,1,400.0,1.0,150.0,400.0
2398,2600,SLV,1184,15569,Ataco,2,2,50,7,0,,1,0.0,1.0,250.0,0.0
2399,2599,SLV,1184,15569,Barrio el angel,2,1,65,6,1,30.0,1,0.0,1.0,400.0,0.0
2400,2598,SLV,1184,15569,Barrio el angel,2,2,63,1,0,,1,60.0,1.0,200.0,60.0
2401,2597,SLV,1184,15569,Barrio Santa lucia,2,1,27,3,0,,1,20.0,1.0,200.0,20.0
2402,2596,SLV,1184,15569,Barrio santa Luc_a ,2,2,20,10,0,,1,0.0,,,0.0
2403,2595,SLV,1184,15569,Barrio el angel,2,2,36,5,0,,1,360.0,1.0,150.0,360.0
2404,2594,SLV,1184,15569,Barrio el Angel ,2,2,51,8,0,,2,2.46,1.0,400.0,0.10086
2405,2593,SLV,1184,15568,"Izcaquilio, Paniagua",1,2,62,4,0,,1,0.0,1.0,170.0,0.0
2406,2592,SLV,1184,15568,"Izcaquilio, Paniagua",1,1,60,2,0,,1,20.0,1.0,200.0,20.0
2407,2591,SLV,1184,15568,"La Hermosa, San Juan ",1,1,26,4,0,,1,50.0,1.0,180.0,50.0
2408,2590,SLV,1184,15568,Alarcon,1,1,46,4,0,,1,400.0,1.0,200.0,400.0
2409,2589,SLV,1184,15568,Lomas de Alarcon,1,1,44,6,0,,1,300.0,,,300.0
2410,2588,SLV,1184,15568,Caserio Alarcon,1,1,16,3,0,,1,50.0,1.0,100.0,50.0
2411,2587,SLV,1184,15568,Canton Lomas de Alarcon,1,1,71,10,0,,1,30.0,,,30.0
2412,2586,SLV,1184,15568,"Izquilio, paniagua",1,1,25,6,0,,1,40.0,1.0,160.0,40.0
2413,2585,SLV,1184,15568,"La hermosa, san juan",1,2,71,3,0,,1,1200.0,1.0,250.0,1200.0
2414,2584,SLV,1184,15568,Loma Alarcon,1,1,32,4,0,,1,150.0,,,150.0
2415,2583,SLV,1184,15568,Lomas de alarcon,1,2,61,4,0,,1,0.0,1.0,75.0,0.0
2416,2582,SLV,1184,15568,Loma Alarcon,1,1,53,10,0,,1,60.0,1.0,75.0,60.0
2417,2581,SLV,1184,15568,Lomas Alarcon,1,1,58,5,0,,1,150.0,1.0,250.0,150.0
2423,2575,SLV,1184,15568,Lomas de Alarc_n ,1,1,32,5,0,,1,150.0,,,150.0
2424,2574,SLV,1184,15568,Lomas de Alarc_n ,1,1,39,5,0,,1,140.0,1.0,40.0,140.0
2425,2573,SLV,1184,15568,Lomas de Alarc_n  ,1,1,64,2,0,,1,0.0,,,0.0
2426,2572,SLV,1184,15566,Caserio kilo 5,1,2,41,3,0,,1,50.0,1.0,75.0,50.0
2427,2571,SLV,1184,15568,Caserio kilo 5,1,1,58,4,0,,1,200.0,1.0,200.0,200.0
2428,2570,SLV,1184,15568,Caserio kilo 5,1,1,45,4,0,,1,0.0,1.0,270.0,0.0
2429,2569,SLV,1184,15568,Izcaquilio. Caser_o los paniagua,1,1,52,3,1,25.0,1,150.0,1.0,200.0,150.0
2430,2568,SLV,1184,15568,"Izcaquilio, paniagua",1,1,47,5,0,,1,150.0,1.0,200.0,150.0
2431,2567,SLV,1184,15568,La Hermosa. Cant_n San Juan,1,1,21,4,0,,1,100.0,1.0,250.0,100.0
2432,2566,SLV,1184,15568,"Canton izcaquilio, caserio los paniaguas",1,1,26,5,1,,1,0.0,1.0,200.0,0.0
2433,2565,SLV,1184,15568,"Canton izcaquilio, comunidad los paniagua",1,1,45,5,0,,1,250.0,,,250.0
2434,2564,SLV,1184,15568,Canton izcaquilio comunidad los paniagua,1,1,26,4,0,,1,0.0,1.0,60.0,0.0
2435,2563,SLV,1184,15568,Canton izcaquilio comunidad los paniagua,1,1,59,2,0,,1,50.0,1.0,150.0,50.0
2436,2562,SLV,1184,15568,Canton izcaquilio comunidad  los paniagua,1,1,80,4,0,,1,20.0,,,20.0
2472,2526,SLV,1184,15568,Lomas de Alarc_n,1,1,83,5,1,,1,60.0,1.0,200.0,60.0
2473,2525,SLV,1184,15566,"Kilo 5, Lomas de Alarc_n",1,1,22,5,1,,1,0.0,1.0,280.0,0.0
2474,2524,SLV,1184,15566,Lomas de alarcon,1,1,37,3,0,,1,0.0,1.0,260.0,0.0
2475,2523,SLV,1184,15566,Lomas de alarcon,1,2,21,5,0,,2,2.46,1.0,304.0,0.10086
2476,2522,SLV,1184,15566,Loma de alarcon,1,1,65,3,0,,1,210.0,1.0,400.0,210.0
2642,2356,SLV,1184,15567,Comunidad el tigre 4,1,1,24,3,0,,1,0.0,1.0,125.0,0.0
2643,2355,SLV,1184,15567,Comunidad el tigre 4,1,1,48,5,0,,1,500.0,1.0,270.0,500.0
2644,2354,SLV,1184,15567,Tigre 4,1,1,52,4,0,,1,100.0,1.0,350.0,100.0
2645,2353,SLV,1184,15567,Tigre 4,1,1,62,1,0,,1,60.0,1.0,104.0,60.0
2646,2352,SLV,1184,15567,Tigre 4,1,2,23,3,0,,1,120.0,1.0,175.0,120.0
2647,2351,SLV,1184,15567,Tigre 4 ,1,1,25,6,0,,1,180.0,,,180.0
2648,2350,SLV,1184,15567,Tigre 4,1,1,23,4,0,,1,0.0,1.0,315.0,0.0
2649,2349,SLV,1184,15567,Tigre 4,1,1,33,4,0,,1,0.0,1.0,100.0,0.0
2650,2348,SLV,1184,15567,Tigre 4,1,1,52,3,0,,1,100.0,1.0,150.0,100.0
2651,2347,SLV,1184,15567,El Tigre 4,1,1,39,5,0,,1,0.0,1.0,350.0,0.0
2652,2346,SLV,1184,15567,El Tigre 4,1,1,41,4,0,,1,20.0,1.0,150.0,20.0
2653,2345,SLV,1184,15567,Tigre 4,1,1,71,3,0,,1,720.0,1.0,320.0,720.0
2654,2344,SLV,1184,15567,Tigre 4,1,1,38,5,0,,1,0.0,1.0,600.0,0.0
2655,2343,SLV,1184,15567,Tigre 4,1,1,27,5,0,,1,40.0,1.0,150.0,40.0
2656,2342,SLV,1184,15567,Tigre 4,1,1,64,1,0,,1,0.0,1.0,40.0,0.0
2658,2340,SLV,1184,15567,Tigre 4,1,1,21,4,0,,1,60.0,1.0,100.0,60.0
2659,2339,SLV,1184,15567,Tigre 4,1,1,42,2,0,,1,100.0,,,100.0
2660,2338,SLV,1184,15567,Tigre 4,1,1,27,4,0,,1,30.0,1.0,300.0,30.0
2800,2198,SLV,1184,15567,Tulapa,1,1,18,3,0,,1,20.0,1.0,50.0,20.0
2801,2197,SLV,1184,15567,Tulapa,1,1,23,4,0,,1,3.0,1.0,50.0,3.0
2802,2196,SLV,1184,15567,Tulapa,1,1,62,4,0,,1,100.0,,,100.0
2803,2195,SLV,1184,15567,Finca el paraiso,1,1,25,4,0,,1,10.0,,,10.0
2804,2194,SLV,1184,15567,Canton tulapa,1,1,30,4,0,,1,150.0,1.0,130.0,150.0
2805,2193,SLV,1184,15567,Tulapa,1,1,20,3,0,,1,0.0,1.0,80.0,0.0
2806,2192,SLV,1184,15567,Tulapa,1,2,22,4,0,,1,0.0,1.0,120.0,0.0
2807,2191,SLV,1184,15567,Tulapa,1,1,20,4,0,,1,0.0,1.0,170.0,0.0
2808,2190,SLV,1184,15567,Canton tulapa,1,1,42,2,0,,1,15.0,1.0,120.0,15.0
2810,2188,SLV,1184,15567,Tulapa,1,2,42,3,0,,1,0.0,1.0,320.0,0.0
2811,2187,SLV,1184,15567,Tulapa,1,1,59,11,0,,1,200.0,1.0,390.0,200.0
2812,2186,SLV,1184,15567,Tulapa ,1,1,21,3,0,,1,10.0,1.0,300.0,10.0
2813,2185,SLV,1184,15567,Tulapa ,1,1,27,6,0,,1,90.0,1.0,140.0,90.0
2815,2183,SLV,1184,15567,CANTON TULAPA,1,1,23,3,0,,1,0.0,,,0.0
2816,2182,SLV,1184,15566,CANTON TULAPA,1,1,19,3,0,,1,20.0,1.0,160.0,20.0
2817,2181,SLV,1184,15567,CANTON  TULAPA,1,2,55,5,0,,1,0.0,1.0,150.0,0.0
2818,2180,SLV,1184,15567,Tulapa,1,1,38,5,0,,1,96.0,1.0,132.0,96.0
2819,2179,SLV,1184,15567,Tulapa,1,1,58,2,0,,1,180.0,1.0,130.0,180.0
2820,2178,SLV,1184,15567,tulapa,1,2,20,5,0,,1,120.0,,,120.0
2824,2174,SLV,1184,15574,Santa Luisa,1,1,49,3,0,,1,0.0,1.0,100.0,0.0
2825,2173,SLV,1184,15574,Santa Luisa,1,1,32,5,0,,1,0.0,1.0,200.0,0.0
2826,2172,SLV,1184,15574,Los Silva,1,2,54,4,0,,1,200.0,1.0,200.0,200.0
2827,2171,SLV,1184,15574,Los Silva,1,1,32,4,0,,1,7.0,1.0,100.0,7.0
2828,2170,SLV,1184,15574,San Jose,1,1,64,4,0,,1,60.0,1.0,200.0,60.0
2829,2169,SLV,1184,15574,Santa Luisa,1,1,74,7,0,,1,200.0,,,200.0
2830,2168,SLV,1184,15574,Los Silva,1,1,26,3,0,,1,80.0,,,80.0
2831,2167,SLV,1184,15574,San Jose,1,1,63,4,0,,1,100.0,1.0,100.0,100.0
2832,2166,SLV,1184,15574,San Jose,1,1,23,3,1,,1,40.0,1.0,800.0,40.0
2833,2165,SLV,1184,15576,Barrio EL Calvario,2,1,35,4,0,,1,100.0,,,100.0
2834,2164,SLV,1184,15576,Barrio EL Calvario,2,1,62,2,0,,1,18.0,1.0,100.0,18.0
2835,2163,SLV,1184,15576,Barrio EL Calvario,2,1,41,4,0,,1,360.0,1.0,150.0,360.0
2836,2162,SLV,1184,15576,Barrio EL Calvario,2,1,30,10,0,,1,100.0,,,100.0
2838,2160,SLV,1184,15567,Caserio,1,1,39,4,0,,1,0.0,1.0,140.0,0.0
2839,2159,SLV,1184,15567,Comunidad,1,1,24,12,1,,1,250.0,1.0,600.0,250.0
2840,2158,SLV,1184,15567,Caserio,1,1,27,8,0,,1,40.0,1.0,250.0,40.0
2841,2157,SLV,1184,15574,Santa Luisa,1,2,53,9,0,,1,0.0,1.0,300.0,0.0
2842,2156,SLV,1184,15567,Caserio,1,1,53,1,0,,1,5.0,1.0,145.0,5.0
2843,2155,SLV,1184,15574,Santa Luisa,1,2,58,2,0,,1,15.0,1.0,150.0,15.0
2844,2154,SLV,1184,15574,Los silvas,2,1,80,2,0,,1,200.0,1.0,120.0,200.0
2845,2153,SLV,1184,15574,Los silvas,1,1,72,5,0,,1,72.0,1.0,250.0,72.0
2846,2152,SLV,1184,15574,San Jose,1,1,64,3,0,,1,30.0,1.0,200.0,30.0
2847,2151,SLV,1184,15574,Santa Luisa,1,2,55,4,0,,1,0.0,1.0,800.0,0.0
2848,2150,SLV,1184,15574,Santa luisa,1,1,49,4,0,,1,150.0,1.0,120.0,150.0
2849,2149,SLV,1184,15574,Los silvia,1,2,83,2,1,50.0,1,3000.0,1.0,200.0,3000.0
2850,2148,SLV,1184,15574,Los silva,1,1,55,5,0,,1,0.0,,,0.0
2851,2147,SLV,1184,15574,San jose,1,2,45,6,1,100.0,1,150.0,1.0,100.0,150.0
2852,2146,SLV,1184,15574,Santa luisa ,1,1,61,3,0,,1,140.0,1.0,150.0,140.0
2853,2145,SLV,1184,15574,Los pineda,1,2,52,5,0,,1,200.0,1.0,300.0,200.0
2854,2144,SLV,1184,15574,Los silva,1,1,52,3,0,,1,200.0,,,200.0
2855,2143,SLV,1184,15574,Los silva ,1,2,75,4,0,,1,50.0,1.0,480.0,50.0
2856,2142,SLV,1184,15574,San jose ,1,1,75,4,1,50.0,1,75.0,1.0,200.0,75.0
2857,2141,SLV,1184,15567,Palo Verde,1,1,44,7,0,,1,15.0,1.0,120.0,15.0
2858,2140,SLV,1184,15567,Palo verde,1,2,56,9,0,,1,100.0,1.0,120.0,100.0
2859,2139,SLV,1184,15567,Palo Verde,1,1,32,5,0,,1,100.0,,,100.0
2860,2138,SLV,1184,15567,Palo verde,1,1,25,7,1,50.0,1,200.0,,,200.0
2861,2137,SLV,1184,15567,Palo verde,1,1,42,3,0,,1,0.0,,,0.0
2862,2136,SLV,1184,15567,Palo verde,1,1,28,3,0,,1,25.0,1.0,200.0,25.0
2863,2135,SLV,1184,15567,Palo verde,1,1,73,3,0,,1,250.0,,,250.0
2864,2134,SLV,1184,15567,Palo verde,1,1,43,6,0,,1,100.0,,,100.0
2865,2133,SLV,1184,15567,Palo verde ,2,2,76,3,0,,1,30.0,,,30.0
2866,2132,SLV,1184,15567,Palo verde ,1,1,20,8,0,,1,70.0,,,70.0
2867,2131,SLV,1184,15567,Palo verde ,1,1,70,4,0,,1,40.0,1.0,300.0,40.0
2868,2130,SLV,1184,15576,El calvario,2,2,50,6,0,,1,100.0,,,100.0
2869,2129,SLV,1184,15576,El Calvario,2,1,70,2,0,,1,100.0,,,100.0
2870,2128,SLV,1184,15567,Palo verde,1,1,77,2,0,,1,0.0,1.0,100.0,0.0
2871,2127,SLV,1184,15576,El Calvario,2,1,71,1,0,,1,630.0,,,630.0
2872,2126,SLV,1184,15567,Palo verde,1,1,31,3,0,,1,0.0,,,0.0
2873,2125,SLV,1184,15576,Barrio el Calvario,2,2,71,3,1,0.0,1,3000.0,,,3000.0
2874,2124,SLV,1184,15567,"Canton el valle, palo verde",2,1,32,5,0,,1,40.0,,,40.0
2875,2123,SLV,1184,15576,El Calvario,2,1,30,4,0,,1,500.0,1.0,250.0,500.0
2876,2122,SLV,1184,15567,"Palo verde, caserio el valle",1,2,29,2,1,0.0,1,25.0,,,25.0
2877,2121,SLV,1184,15576,El calvario,2,2,38,6,0,,1,0.0,1.0,130.0,0.0
2878,2120,SLV,1184,15576,El calvario ,2,1,34,9,0,,1,0.0,,,0.0
2879,2119,SLV,1184,15576,El calvario,2,2,64,5,0,,1,30.0,1.0,100.0,30.0
2880,2118,SLV,1184,15566,El calvario,2,1,24,5,0,,1,120.0,1.0,100.0,120.0
2881,2117,SLV,1184,15576,El calvario,2,1,40,3,0,,1,0.0,,,0.0
2882,2116,SLV,1184,15576,Calvario,2,1,41,4,1,90.0,1,500.0,,,500.0
2883,2115,SLV,1184,15576,El Calvario,2,2,60,11,0,,1,600.0,,,600.0
2884,2114,SLV,1184,15576,El Calvario,2,1,50,3,1,50.0,1,500.0,,,500.0
2885,2113,SLV,1184,15576,El Calvario,2,2,72,2,1,,1,30.0,,,30.0
2886,2112,SLV,1184,15576,El Calvario,2,1,61,4,0,,1,200.0,1.0,150.0,200.0
2901,2097,SLV,1184,15566,Santa Luisa,1,2,24,6,0,,3,19.5,1.0,240.0,2.535
2902,2096,SLV,1184,15574,Santa Luisa,1,1,43,6,0,,1,160.0,1.0,280.0,160.0
2903,2095,SLV,1184,15566,Los Silvas,1,2,62,6,0,,1,70.0,,,70.0
2904,2094,SLV,1184,15574,Los Silvas,1,1,25,3,0,,1,0.0,1.0,150.0,0.0
2905,2093,SLV,1184,15574,San Jos_,1,1,50,8,0,,1,100.0,1.0,200.0,100.0
2906,2092,SLV,1184,15571,Rosario ,1,1,59,2,0,,1,0.0,,,0.0
2907,2091,SLV,1184,15567,CASERIO el rosario ,1,2,60,7,0,,1,0.0,1.0,150.0,0.0
2908,2090,SLV,1184,15571,"Cant_n El rosario, las cuevitas",1,2,24,4,0,,1,0.0,1.0,20.0,0.0
2909,2089,SLV,1184,15571,"Cant_n El rosario, las cuevitas sur",1,1,31,5,0,,1,240.0,1.0,50.0,240.0
2910,2088,SLV,1184,15571,"Cant_n El rosario, Caser_o Las cuevitas sur",1,2,51,5,1,,1,600.0,1.0,40.0,600.0
2911,2087,SLV,1184,15571,El Rosario,1,1,43,7,0,,1,50.0,1.0,125.0,50.0
2912,2086,SLV,1184,15571,El Rosario,1,2,39,7,0,,3,0.0,1.0,80.0,0.0
2913,2085,SLV,1184,15566,Cuevitas norte,1,1,40,6,0,,1,20.0,1.0,50.0,20.0
2914,2084,SLV,1184,15571,Cuevitas norte,1,2,36,6,1,,1,50.0,1.0,300.0,50.0
2915,2083,SLV,1184,15571,Cuevita norte,1,1,64,2,0,,1,10.0,1.0,10.0,10.0
2916,2082,SLV,1184,15571,Cuevitas  norte,1,1,27,4,0,,1,5.0,1.0,70.0,5.0
2917,2081,SLV,1184,15571,El Rosario,1,2,31,4,0,,1,200.0,1.0,300.0,200.0
2918,2080,SLV,1184,15571,El Rosario,1,1,25,4,0,,1,40.0,1.0,40.0,40.0
2919,2079,SLV,1184,15571,El Rosario,1,1,40,5,0,,1,25.0,1.0,40.0,25.0
2920,2078,SLV,1184,15571,Cuevitas Norte,1,2,42,3,0,,1,100.0,1.0,75.0,100.0
2921,2077,SLV,1184,15571,Cuevitas norte,1,2,43,5,0,,1,10.0,1.0,40.0,10.0
2922,2076,SLV,1184,15571,Cuevitas norte,1,2,53,4,0,,1,200.0,1.0,30.0,200.0
2923,2075,SLV,1184,15571,Cuevitas Norte,1,1,30,5,0,,1,50.0,1.0,60.0,50.0
2924,2074,SLV,1184,15571,Canton el Rosario,1,2,34,5,0,,1,0.0,1.0,200.0,0.0
2925,2073,SLV,1184,15571,Canton Rosario,1,2,55,4,0,,1,500.0,1.0,100.0,500.0
2926,2072,SLV,1184,15571,Caton elRosario,1,2,51,9,0,,1,0.0,1.0,40.0,0.0
2927,2071,SLV,1184,15576,Barrio el calvario,2,1,36,5,0,,1,9.0,1.0,70.0,9.0
2928,2070,SLV,1184,15576,Barrio el calvario,2,1,64,3,0,,1,100.0,1.0,250.0,100.0
2929,2069,SLV,1184,15576,Barrio el calvario,2,1,40,4,0,,1,0.0,1.0,150.0,0.0
2930,2068,SLV,1184,15576,Barrio el calvario,2,1,35,5,0,,1,100.0,1.0,150.0,100.0
2931,2067,SLV,1184,15576,Barrio el calvario,2,1,39,5,0,,1,50.0,1.0,200.0,50.0
2932,2066,SLV,1184,15576,Barrio el calvario,2,1,78,6,1,,1,20.0,1.0,250.0,20.0
2933,2065,SLV,1184,15576,El Rodeo 2,1,2,57,8,0,,1,10.0,1.0,50.0,10.0
2934,2064,SLV,1184,15576,La Carrasposa,1,1,43,8,0,,1,0.0,,,0.0
2935,2063,SLV,1184,15576,La Garrasposa,1,1,49,7,0,,1,0.0,,,0.0
2936,2062,SLV,1184,15576,El rodeo 2,1,1,31,4,0,,1,25.0,1.0,150.0,25.0
2937,2061,SLV,1184,15576,La garraspocita,1,1,40,8,0,,1,0.0,1.0,300.0,0.0
2938,2060,SLV,1184,15576,Rodeo II,1,1,47,4,1,,1,35.0,1.0,200.0,35.0
2939,2059,SLV,1184,15576,La Garrasposa,1,1,20,3,0,,1,10.0,1.0,50.0,10.0
2940,2058,SLV,1184,15576,La Garrasposa,1,1,22,5,0,,1,0.0,1.0,75.0,0.0
2941,2057,SLV,1197,15805,EL CALVARIO,1,2,46,4,1,30.0,1,400.0,1.0,0.0,400.0
2942,2056,SLV,1197,15805,LA LIMA,1,1,75,2,1,,1,300.0,1.0,150.0,300.0
2943,2055,SLV,1197,15805,ZAPOTI_O,1,1,39,8,0,,1,100.0,1.0,100.0,100.0
2944,2054,SLV,1197,15805,el calvario,1,1,81,1,0,,1,30.0,1.0,135.0,30.0
2945,2053,SLV,1197,15805,ZAPOTI_O,1,1,56,7,1,,1,300.0,1.0,150.0,300.0
2946,2052,SLV,1197,15805,La lima,1,2,70,1,0,,1,0.0,1.0,120.0,0.0
2947,2051,SLV,1197,15805,Canton el zapotillo gua_inal ,1,2,33,4,0,,1,0.0,1.0,0.0,0.0
2948,2050,SLV,1197,15805,Canton el zapotillo caserio gua_inal,1,1,21,5,0,,1,0.0,,,0.0
2949,2049,SLV,1197,15805,caserillo guayinac,1,1,28,7,1,30.0,1,100.0,1.0,700.0,100.0
2950,2048,SLV,1197,15805,Canton zapatillas caserio el calvario,1,1,55,3,1,,1,100.0,1.0,400.0,100.0
2951,2047,SLV,1197,15805,Caserio el calvario,1,1,49,1,1,50.0,1,300.0,,,300.0
2952,2046,SLV,1197,15805,guaynac,1,1,26,9,0,,1,25.0,1.0,200.0,25.0
2953,2045,SLV,1197,15805,Zapotillo,1,1,34,8,0,,1,70.0,1.0,200.0,70.0
2954,2044,SLV,1197,15805,Zapotillo,1,1,40,4,0,,1,75.0,1.0,100.0,75.0
2955,2043,SLV,1197,15805,Zapotilllo,1,1,54,3,0,,1,0.0,1.0,100.0,0.0
2956,2042,SLV,1197,15805,Zapotillo,1,1,47,5,1,,1,60.0,1.0,200.0,60.0
2957,2041,SLV,1197,15805,Canton zapotillo,1,2,43,4,0,,1,20.0,1.0,304.0,20.0
2958,2040,SLV,1197,15805,Canton zapotillo,1,1,37,4,0,,1,0.0,,,0.0
2959,2039,SLV,1197,15805,Canton zapotillo,1,2,34,6,0,,1,600.0,1.0,400.0,600.0
2960,2038,SLV,1197,15805,"Caserio guayinar, cantion zapotillo",1,1,57,4,0,,1,0.0,1.0,150.0,0.0
2961,2037,SLV,1184,15576,El rodeo 2,1,2,70,5,0,,1,100.0,1.0,50.0,100.0
2962,2036,SLV,1184,15576,Rodeo 2,1,2,23,6,0,,1,0.0,1.0,250.0,0.0
2963,2035,SLV,1184,15576,Caserio el rodeo 2,1,1,40,5,0,,1,75.0,1.0,100.0,75.0
2964,2034,SLV,1184,15576,Ls garrasposa,1,2,49,7,0,,1,0.0,,,0.0
2965,2033,SLV,1184,15576,Canton el rodeo 2,1,1,28,3,1,,1,100.0,1.0,200.0,100.0
2966,2032,SLV,1184,15576,La garrasposa,1,1,24,3,0,,1,0.0,1.0,25.0,0.0
2967,2031,SLV,1184,15576,Hacienda la garrasposa,1,2,32,4,0,,1,0.0,1.0,100.0,0.0
2968,2030,SLV,1184,15576,Hacienda la garrasposa,1,2,43,8,0,,1,10.0,1.0,150.0,10.0
2969,2029,SLV,1184,15576,Rodeo dos,1,2,79,4,1,,1,500.0,1.0,350.0,500.0
2970,2028,SLV,1184,15576,Cant_n el rodeo. Caserio La carrasposa,1,2,50,5,0,,1,40.0,1.0,300.0,40.0
2971,2027,SLV,1184,15576,La garrasposa,1,1,63,3,0,,1,0.0,1.0,150.0,0.0
2996,2002,SLV,1184,15566,Col san francisco,2,1,55,5,0,,1,0.0,1.0,240.0,0.0
2997,2001,SLV,1184,15576,Col san francisco,2,2,49,6,0,,1,54.0,1.0,250.0,54.0
2998,2000,SLV,1184,15576,Colonia San Francisco,2,1,68,7,1,,1,80.0,1.0,115.0,80.0
2999,1999,SLV,1184,15576,La candelaria,2,2,19,4,0,,1,150.0,1.0,300.0,150.0
