,rsp_id,country,departamento,municipio,neighborhood,rural_urban,rsp_sex,rsp_age,hh_size,remittances_yn,remesa_efectivo_uso_pct/2,exp_6months_currency,exp_6months_health,avg_income_currency,avg_income_amount,exp_6months_health_USD
3457,1541,HND,901730,1021513,Cuyamel,1,1,61,1,1,,2,410.0,2.0,410.0,16.810000000000002
3458,1540,HND,901730,1021513,Cuyamel,1,1,62,2,0,,2,0.0,2.0,164.0,0.0
3459,1539,HND,901730,1021513,Cuyamel,1,1,50,6,1,50.0,2,410.0,2.0,492.0,16.810000000000002
3460,1538,HND,901730,1021513,Cuyamel,1,1,22,6,1,50.0,2,15.375,2.0,246.0,0.630375
3461,1537,HND,901730,1021513,Tegucigalpita ,1,1,34,6,0,,2,410.0,2.0,328.0,16.810000000000002
3462,1536,HND,901730,1021513,Cuyamel,1,1,35,3,1,,2,0.0,2.0,287.0,0.0
3463,1535,HND,901742,1021730,Colonia Lando Burgos,2,1,20,4,1,,2,246.0,2.0,278.8,10.086
3464,1534,HND,901742,1021730,Colonia Lando  Burgos,2,1,42,5,0,,2,205.0,2.0,492.0,8.405000000000001
3465,1533,HND,901742,1021730,Barrio San Jos_,2,2,25,6,0,,2,0.0,2.0,492.0,0.0
3466,1532,HND,901742,1021730,Barrio San Jos_,2,1,24,3,1,,2,20.5,2.0,328.0,0.8405
3467,1531,HND,901742,1021730,Colonia Lando Burgos,2,1,25,3,0,,2,0.0,2.0,410.0,0.0
3468,1530,HND,901742,1021730,Colonia Jamil,2,2,21,3,0,,2,164.0,2.0,369.0,6.724
3469,1529,HND,901742,1021724,El Palmar,1,1,54,5,0,,2,6.15,,,0.25215000000000004
3470,1528,HND,901742,1021724,El Palmar,1,1,24,5,0,,2,246.0,2.0,164.0,10.086
3471,1527,HND,901742,1021724,El Palmar,1,1,43,8,1,50.0,2,442.8,2.0,442.8,18.1548
3472,1526,HND,901742,1021724,El Palmar,1,1,46,14,0,,2,0.0,2.0,102.5,0.0
3473,1525,HND,901742,1021724,El Palmar,1,1,28,7,0,,2,0.0,2.0,73.8,0.0
3511,1487,HND,901742,1021730,Barrio santiago,2,1,38,5,0,,2,61.5,,,2.5215
3512,1486,HND,901742,1021730,Colonia la altamira,2,1,25,3,0,,2,0.0,,,0.0
3513,1485,HND,901742,1021730,Dias chavez,2,1,35,2,0,,2,123.0,,,5.043
3514,1484,HND,901742,1021730,Barrio san jose,2,1,28,3,1,,2,164.0,,,6.724
3515,1483,HND,901742,1021730,Colonia yamil,2,1,29,4,0,,2,0.0,2.0,328.0,0.0
3516,1482,HND,901742,1021730,Barrio subirana,2,1,31,5,0,,2,41.0,2.0,164.0,1.681
3534,1464,HND,901742,1021724,El Palmar,1,1,37,5,1,50.0,2,65.6,2.0,364.9,2.6896
3535,1463,HND,901742,1021724,El Palmar,1,1,44,8,0,,2,246.0,2.0,123.0,10.086
3536,1462,HND,901742,1021724,El Palmar,1,1,29,9,0,,2,24.6,2.0,164.0,1.0086000000000002
3537,1461,HND,901742,1021724,El Palmar,1,1,40,4,1,,2,123.0,2.0,205.0,5.043
3538,1460,HND,901742,1021724,El Palmar,1,1,53,12,0,,2,820.0,2.0,410.0,33.620000000000005
3682,1316,HND,901742,1021725,Ocho de Febrero,2,1,36,6,1,10.0,2,123.0,2.0,287.0,5.043
3683,1315,HND,901742,1021725,Col. Guillermo Moore,2,1,74,8,1,,2,123.0,2.0,205.0,5.043
3684,1314,HND,901730,1021513,Cuyamel,1,1,39,4,0,,2,20.5,,,0.8405
3685,1313,HND,901730,1021513,Cuyamel,1,1,68,3,1,,2,12.3,,,0.5043000000000001
3686,1312,HND,901730,1021513,Cuyamel,1,1,57,3,1,,2,172.2,,,7.0602
3687,1311,HND,901730,1021513,Cuyamel,1,1,46,4,1,,2,2050.0,,,84.05
3688,1310,HND,901742,1021725,Barrio la Uni_n,2,1,29,4,1,,2,0.0,,,0.0
3689,1309,HND,901742,1021725,Las Brisas de Uchapa,2,1,54,10,0,,2,123.0,,,5.043
3690,1308,HND,901742,1021725,Col. Las Brisa de Uchapa,2,2,33,7,1,10.0,2,164.0,,,6.724
3691,1307,HND,901730,1021521,"Las Brisas, Pe_a Blanca ",2,1,62,2,0,,2,0.0,,,0.0
3706,1292,HND,901742,1021723,Barrio Bella vista,2,1,46,2,1,,2,12.3,2.0,738.0,0.5043000000000001
3707,1291,HND,901742,1021723,Col.Adrian Bladimiro Zepeda,2,2,60,5,1,20.0,2,205.0,,,8.405000000000001
3708,1290,HND,901742,1021723,Barrio sinahi,2,1,56,6,0,,2,0.0,2.0,0.82,0.0
3709,1289,HND,901742,1021723,Barrio sinahi,2,2,54,4,0,,2,8.2,2.0,82.0,0.3362
3710,1288,HND,901742,1021721,La Meseta,2,1,25,5,1,,2,164.0,,,6.724
3722,1276,HND,901730,1021513,Cuyamel,1,1,33,3,0,,2,123.0,2.0,131.2,5.043
3723,1275,HND,901730,1021513,Tegucigalpita ,1,1,60,1,1,50.0,2,738.0,,,30.258000000000003
3724,1274,HND,901730,1021513,Tegucigalpita ,1,1,48,3,1,100.0,2,738.0,2.0,336.2,30.258000000000003
3725,1273,HND,901730,1021513,Tegucigalpita ,1,1,40,6,0,,2,82.0,2.0,164.0,3.362
3726,1272,HND,901730,1021513,Tegucigalpita,1,1,57,2,1,50.0,2,123.0,,,5.043
3727,1271,HND,901730,1021513,"Tegucigalpita
",1,1,58,5,1,50.0,2,41.0,,,1.681
3728,1270,HND,901730,1021513,Tegucigalpita,1,1,53,5,1,50.0,2,1066.0,2.0,123.0,43.706
3729,1269,HND,901730,1021513,Tegucigalpita,1,2,77,7,1,,2,0.0,2.0,287.0,0.0
3771,1227,HND,901730,1021512,LIMA CENTRO,2,2,48,3,0,,2,0.0,,,0.0
3772,1226,HND,901730,1021512,LIMA CENTRO,2,1,63,3,1,,2,102.5,,,4.202500000000001
3773,1225,HND,901730,1021512,LIMA CENTRO,2,1,60,5,1,,2,410.0,,,16.810000000000002
3774,1224,HND,901730,1021512,LIMA CENTRO,2,1,60,8,0,,2,328.0,,,13.448
3775,1223,HND,901730,1021512,LIMA CENTRO,2,1,49,7,0,,2,164.0,,,6.724
3788,1210,HND,901742,1021726,Barrio Prestaciones,2,2,49,6,0,,2,4.1,2.0,918.4,0.1681
3789,1209,HND,901742,1021726,Municipal,2,1,28,6,0,,2,1640.0,2.0,492.0,67.24000000000001
3795,1203,HND,901730,1021511,Col. Los profesionales,2,1,48,8,1,,2,492.0,,,20.172
3796,1202,HND,901730,1021511,Col. Los profesionales,2,1,55,6,1,20.0,2,615.0,,,25.215
3797,1201,HND,901730,1021511,Col. Los profesionales,2,2,25,2,1,,2,492.0,,,20.172
3813,1185,HND,901742,1021726,Barrio Municipal,2,1,28,3,0,,2,3280.0,2.0,1025.0,134.48000000000002
3814,1184,HND,901742,1021726,San Jorge,2,2,47,7,0,,2,123.0,2.0,205.0,5.043
3815,1183,HND,901742,1021726,San Jorge,2,2,39,5,1,50.0,2,1303.8,2.0,820.0,53.4558
3830,1168,HND,901730,1021516,Bajamar,1,1,36,3,1,,2,0.0,2.0,102.5,0.0
3831,1167,HND,901730,1021516,Bajamar,1,1,25,4,0,,2,205.0,,,8.405000000000001
3832,1166,HND,901730,1021516,Bajamar,1,1,39,4,1,,2,61.5,2.0,102.5,2.5215
3833,1165,HND,901730,1021516,Bajamar,1,1,19,3,0,,2,0.0,2.0,123.0,0.0
3834,1164,HND,901730,1021512,LA LIMA CENTRO,2,1,52,3,1,50.0,2,820.0,,,33.620000000000005
3835,1163,HND,901730,1021512,LA LIMA CENTRO,2,1,58,11,0,,2,4.1,,,0.1681
3836,1162,HND,901730,1021512,LA LIMA CENTRO,2,2,49,2,0,,2,0.0,,,0.0
3837,1161,HND,901730,1021512,LA LIMA CENTRO,2,1,55,3,0,,2,102.5,,,4.202500000000001
3838,1160,HND,901730,1021512,LA LIMA CENTRO,2,1,39,2,0,,2,615.0,2.0,246.0,25.215
3839,1159,HND,901730,1021512,LIMA CENTRO,2,2,54,4,1,,2,246.0,2.0,246.0,10.086
3852,1146,HND,901742,1021725,Tejeras,1,2,68,3,1,40.0,2,328.0,1.0,300.0,13.448
3857,1141,HND,901742,1021725,Tejeras,1,1,29,8,1,,2,82.0,,,3.362
3878,1120,HND,901742,1021728,Victoria,2,1,19,5,1,,2,0.0,,,0.0
3879,1119,HND,901742,1021728,Victoria,2,1,40,2,0,,2,0.0,2.0,410.0,0.0
3880,1118,HND,901742,1021728,las vegas,1,1,64,2,1,,2,0.0,2.0,184.5,0.0
3881,1117,HND,901742,1021728,las vegas,1,1,58,5,0,,2,0.0,2.0,328.0,0.0
3882,1116,HND,901742,1021728,las vegas,1,1,50,4,0,,2,28.7,2.0,82.0,1.1767
3883,1115,HND,901742,1021728,las vegas ,1,2,38,6,0,,2,0.0,2.0,10.25,0.0
3889,1109,HND,901742,1021727,Las Ca_as,1,1,32,7,0,,2,0.0,2.0,41.0,0.0
3890,1108,HND,901742,1021727,Las Ca_as,1,1,60,3,0,,2,82.0,2.0,82.0,3.362
3891,1107,HND,901742,1021727,Las Ca_as,1,1,34,5,0,,2,0.0,2.0,82.0,0.0
3892,1106,HND,901742,1021727,Las Ca_as,1,1,43,4,1,,2,1230.0,2.0,82.0,50.43
3893,1105,HND,901742,1021727,Las Ca_as,1,1,22,3,0,,2,8.2,2.0,61.5,0.3362
3894,1104,HND,901742,1021727,Las Ca_as,1,1,50,5,1,,2,28.7,2.0,123.0,1.1767
3913,1085,HND,901742,1021725,Tejeras,1,2,29,6,1,,2,41.0,,,1.681
3917,1081,HND,901742,1021725,Tejeras,1,1,29,4,0,,2,82.0,,,3.362
3939,1059,HND,901742,1021725,Tejeras,1,1,36,6,1,35.0,2,471.5,2.0,697.0,19.331500000000002
3958,1040,HND,901730,1021513,Cuyamel,1,1,16,3,1,,2,0.0,,,0.0
3972,1026,HND,901730,1021513,Cuyamel,1,1,38,3,0,,2,0.0,,,0.0
4024,974,HND,901730,1021513,Tegucigalpita ,1,1,50,5,1,,2,73.8,,,3.0258
4038,960,HND,901742,1021720,Arenal,2,1,58,3,0,,2,8.2,,,0.3362
4039,959,HND,901742,1021720,Arenal,2,1,22,3,1,,2,82.0,2.0,328.0,3.362
4040,958,HND,901742,1021723,Barrio Bella Vista,2,1,29,6,0,,2,8.2,2.0,311.6,0.3362
4041,957,HND,901730,1021520,Villa san Juan Chamelecon,2,1,25,5,0,,2,0.0,,,0.0
4042,956,HND,901730,1021520,La Ceibita Chamelecon,2,1,56,1,1,,2,0.0,2.0,164.0,0.0
4043,955,HND,901730,1021513,Tegucigalpita,1,1,48,3,0,,2,143.5,,,5.883500000000001
4044,954,HND,901730,1021513,Tegucigalpita,1,1,35,4,0,,2,0.0,,,0.0
4045,953,HND,901742,1021720,Arenal,2,1,37,5,1,,2,246.0,2.0,820.0,10.086
4046,952,HND,901742,1021720,Arenal,2,1,38,10,0,,2,410.0,,,16.810000000000002
4047,951,HND,901742,1021720,Arenal,2,1,67,7,0,,2,123.0,2.0,82.0,5.043
4048,950,HND,901730,1021516,Tegucigalpita ,1,1,39,2,0,,2,0.0,,,0.0
4049,949,HND,901730,1021516,Tegucigalpita,1,1,36,4,0,,2,0.0,,,0.0
4050,948,HND,901730,1021516,Tegucigalpita ,1,2,49,7,0,,2,32.8,,,1.3448
4051,947,HND,901730,1021516,Tegucigalpita ,1,1,66,6,0,,2,0.0,,,0.0
4052,946,HND,901730,1021516,Corinto,1,1,50,2,1,0.0,2,40.59,,,1.6641900000000003
4053,945,HND,901730,1021516,Macro Albergue de Campana,1,1,45,1,0,,2,24.6,,,1.0086000000000002
4054,944,HND,901730,1021516,Corinto,1,2,59,3,0,,2,49.2,,,2.0172000000000003
4055,943,HND,901730,1021516,Macro albergue,1,2,29,6,0,,2,41.0,2.0,102.5,1.681
4056,942,HND,901730,1021516,Macro albergue,1,1,49,4,0,,2,0.0,2.0,123.0,0.0
4060,938,HND,901726,1021449,La Danta,1,2,29,4,0,,2,82.0,2.0,246.0,3.362
4071,927,HND,901730,1021512,LIMA CENTRO,2,2,38,5,0,,2,143.5,2.0,348.5,5.883500000000001
4072,926,HND,901730,1021512,LIMA CENTRO,1,1,33,3,0,,2,102.5,,,4.202500000000001
4073,925,HND,901730,1021512,LIMA CENTRO,1,1,55,3,0,,2,41.0,,,1.681
4074,924,HND,901730,1021512,LIMA CENTRO,1,2,67,5,0,,2,164.0,2.0,348.5,6.724
4082,916,HND,901730,1021515,Poder ciudadano #1,2,1,22,3,0,,2,205.0,,,8.405000000000001
4083,915,HND,901730,1021515,Barrio San Jose ,2,2,40,3,0,,2,492.0,,,20.172
4084,914,HND,901730,1021513,Corinto,1,1,27,3,1,50.0,2,61.5,2.0,656.0,2.5215
4085,913,HND,901730,1021513,Corinto,1,1,57,9,0,,2,41.0,2.0,24.6,1.681
4105,893,HND,901730,1021513,Corinto ,1,1,54,6,1,,2,20.5,2.0,123.0,0.8405
4106,892,HND,901730,1021513,Corinto,1,1,28,4,0,,2,0.0,,,0.0
4107,891,HND,901730,1021513,Corinto,1,1,18,2,0,,2,246.0,,,10.086
4108,890,HND,901730,1021513,Corinto,1,1,44,5,0,,2,0.0,2.0,410.0,0.0
4109,889,HND,901730,1021513,Corinto,1,1,49,8,0,,2,12.3,2.0,94.3,0.5043000000000001
4110,888,HND,901730,1021513,Chivana,1,1,26,3,1,,2,0.0,,,0.0
4123,875,HND,901730,1021516,Corinto ,1,1,26,4,0,,2,0.0,,,0.0
4124,874,HND,901730,1021516,Corinto ,1,1,40,10,0,,2,246.0,,,10.086
4125,873,HND,901730,1021516,Corinto ,1,1,51,2,1,,2,0.0,,,0.0
4126,872,HND,901730,1021516,Corinto,1,2,61,1,0,,2,492.0,,,20.172
4127,871,HND,901730,1021516,Corinto,1,1,37,4,0,,2,492.0,,,20.172
4128,870,HND,901730,1021516,Corinto,1,2,37,4,1,0.0,2,885.6,,,36.3096
4129,869,HND,901730,1021521,La guama santa cruz,1,2,60,6,0,,2,0.0,2.0,147.6,0.0
4130,868,HND,901730,1021521,La guama Santa Cruz,1,1,52,6,1,,2,61.5,2.0,287.0,2.5215
4131,867,HND,901730,1021511,Col. Brisa del norte,1,1,40,3,1,,2,492.0,,,20.172
4132,866,HND,901730,1021511,Col. Brisa del norte,1,1,22,1,1,,2,410.0,,,16.810000000000002
4133,865,HND,901730,1021511,Col. Brisa del norte,1,1,30,2,1,60.0,2,451.0,,,18.491
4134,864,HND,901730,1021511,Col. Brisa del norte,1,1,28,4,1,,2,410.0,,,16.810000000000002
4135,863,HND,901730,1021511,Col. Brisa del norte,1,2,20,2,0,,2,410.0,,,16.810000000000002
4136,862,HND,901730,1021511,Col. Brisa del norte,1,1,52,7,1,50.0,2,984.0,,,40.344
4137,861,HND,901730,1021511,Los carraos,1,2,66,4,0,,2,820.0,,,33.620000000000005
4138,860,HND,901730,1021511,Los carraos,1,1,24,2,1,,2,861.0,,,35.301
4139,859,HND,901730,1021521,Buenos Aires ,1,2,19,4,1,50.0,2,0.0,,,0.0
4140,858,HND,901730,1021521,La jutosa ,1,1,64,4,1,50.0,2,20.5,2.0,164.0,0.8405
4141,857,HND,901730,1021521,La betel ,1,1,21,2,1,25.0,2,20.5,2.0,328.0,0.8405
4142,856,HND,901730,1021521,La ag_ita ,1,1,47,5,1,75.0,2,41.0,,,1.681
4173,825,HND,901730,1021520,Col. Suyapa Chamelecon,2,1,40,5,1,,2,82.0,2.0,328.0,3.362
4174,824,HND,901730,1021520,Col. Suyapa Chamelecon,2,1,51,5,0,,2,82.0,2.0,246.0,3.362
4175,823,HND,901730,1021520,Col.San Antonio Chamelecon,2,1,44,5,1,,2,24.6,,,1.0086000000000002
4176,822,HND,901730,1021520,Col.San Antonio Chamelecon,2,1,62,3,1,,2,0.0,,,0.0
4177,821,HND,901730,1021520,Col.San Antonio,2,1,45,7,0,,2,0.0,,,0.0
4208,790,HND,901730,1021521,"Los Pinos, San Isidro",1,1,32,4,0,,2,8.2,2.0,0.0,0.3362
4209,789,HND,901730,1021521,"La Naranjera, Pe_a Blanca ",2,1,70,0,1,,2,8.2,2.0,184.5,0.3362
4210,788,HND,901730,1021521,"El Eden, Pe_a Blanca ",2,1,28,3,0,,2,0.0,2.0,287.0,0.0
4211,787,HND,901730,1021521,"El Eden, Pe_a Blanca ",2,1,33,3,0,,2,0.0,2.0,205.0,0.0
4212,786,HND,901730,1021521,Elsapote santacrus d yojoa,1,1,53,3,0,,2,98.4,,,4.034400000000001
4213,785,HND,901730,1021521,Laguama santacrus d yojoa,1,2,36,6,0,,2,0.0,,,0.0
4214,784,HND,901730,1021521,Laguama santa crus d yojoa,1,2,61,2,0,,2,0.0,,,0.0
4215,783,HND,901730,1021521,Laguama santacrus d yojoa,1,2,39,4,0,,2,0.0,,,0.0
4216,782,HND,901730,1021521,Laguama santacrus d yojoa,1,2,76,1,0,,2,0.0,,,0.0
4217,781,HND,901730,1021521,Pe_a Blanca ,1,1,19,6,1,,2,102.5,,,4.202500000000001
4218,780,HND,901730,1021521,Pe_a Blanca ,1,1,22,5,1,20.0,2,1230.0,2.0,1025.0,50.43
4219,779,HND,901730,1021521,El Ed_n ,1,1,71,3,1,,2,328.0,,,13.448
4220,778,HND,901730,1021521,El Ed_n ,1,1,28,8,1,,2,61.5,2.0,1025.0,2.5215
4221,777,HND,901730,1021521,El Ed_n ,1,1,23,4,1,30.0,2,28.7,,,1.1767
4222,776,HND,901730,1021521,Pe_a Blanca ,1,2,85,2,0,,2,205.0,,,8.405000000000001
4223,775,HND,901730,1021521,Pe_a Blanca ,1,1,53,3,1,,2,147.6,,,6.0516
4224,774,HND,901730,1021521,Pe_a Blanca ,1,1,34,3,0,,2,0.0,2.0,328.0,0.0
4225,773,HND,901730,1021521,Pe_a blanca,1,2,22,4,1,,2,123.0,,,5.043
4226,772,HND,901730,1021521,Pe_a Blanca,1,1,29,3,0,,2,49.2,,,2.0172000000000003
4227,771,HND,901730,1021521,Pe_a Blanca ,1,1,27,11,0,,2,0.0,,,0.0
4228,770,HND,901730,1021518,R_o lindo barri_ subirana ,2,2,24,4,0,,2,0.0,,,0.0
4229,769,HND,901730,1021518,Rio lindo barri_ el centro ,2,2,25,4,0,,2,82.0,,,3.362
4230,768,HND,901730,1021518,Rio lindo barri_ el para_so ,1,2,53,5,1,50.0,2,246.0,,,10.086
4231,767,HND,901730,1021518,Colonia Sangaspar 4,1,2,36,4,0,,2,0.0,,,0.0
4232,766,HND,901730,1021518,Colonia San gaspar 4,1,1,54,5,1,,2,246.0,,,10.086
4233,765,HND,901730,1021518,Colonia San gaspar 4,1,2,36,4,0,,2,0.0,,,0.0
4236,762,HND,901730,1021516,Macro Albergue de Campana,1,1,27,4,0,,2,8.2,,,0.3362
4237,761,HND,901730,1021516,Macro Albergue de Campana,1,1,74,1,0,,2,0.0,,,0.0
4238,760,HND,901730,1021516,Macro Albergue de Campana,1,2,20,3,0,,2,49.2,,,2.0172000000000003
4239,759,HND,901730,1021516,Macro Albergue de Campana,1,1,36,3,0,,2,172.2,,,7.0602
4240,758,HND,901730,1021516,Chivana,1,2,30,2,0,,2,0.0,,,0.0
4241,757,HND,901730,1021516,Chivana,1,1,52,5,0,,2,24.6,,,1.0086000000000002
4242,756,HND,901730,1021516,Chivana,1,1,54,5,0,,2,20.5,,,0.8405
4243,755,HND,901730,1021516,Chivana,1,1,34,4,1,0.0,2,246.0,,,10.086
4244,754,HND,901730,1021516,Chivana,1,1,40,2,0,,2,8.2,,,0.3362
4245,753,HND,901730,1021516,Chivana,1,1,63,2,1,,2,49.2,,,2.0172000000000003
4246,752,HND,901730,1021516,Chivana,1,1,66,7,1,0.0,2,20.5,,,0.8405
4247,751,HND,901730,1021516,Chivana,1,1,50,11,0,,2,0.0,,,0.0
4364,634,HND,901730,1021512,FLORES DE ORIENTE,1,2,66,7,0,,2,123.0,,,5.043
4365,633,HND,901730,1021512,FLORES DE ORIENTE,1,1,27,7,1,,2,410.0,2.0,205.0,16.810000000000002
4366,632,HND,901730,1021512,FLORES DE ORIENTE,1,1,51,2,0,,2,0.0,,,0.0
4367,631,HND,901730,1021512,FLORES DE ORIENTE,1,1,75,2,0,,2,82.0,,,3.362
4368,630,HND,901730,1021512,FLORES DE ORIENTE,1,2,52,5,0,,2,61.5,,,2.5215
4388,610,HND,901730,1021512,FLORES DE ORIENTE,1,1,62,7,0,,2,123.0,,,5.043
4389,609,HND,901730,1021512,FLORES  DE ORIENTE,1,1,50,3,0,,2,24.6,,,1.0086000000000002
4390,608,HND,901730,1021512,FLORES DE  ORIENTE,1,1,34,4,0,,2,82.0,,,3.362
4445,553,HND,901730,1021520,Chamelecon centro,2,1,20,5,1,,2,0.0,2.0,188.6,0.0
4446,552,HND,901730,1021520,Chamelecon Centro,2,1,54,4,0,,2,82.0,,,3.362
4447,551,HND,901730,1021520,Chamelecon,2,1,27,12,1,,2,410.0,2.0,328.0,16.810000000000002
4463,535,HND,901730,1021514,La Bomba,2,1,55,5,1,,2,102.5,,,4.202500000000001
4465,533,HND,901730,1021514,La Bomba,2,1,33,6,0,,2,41.0,2.0,102.5,1.681
4467,531,HND,901730,1021514,La Bomba,2,1,46,4,0,,2,123.0,2.0,533.0,5.043
4468,530,HND,901730,1021514,La Bomba,2,1,70,3,1,,2,0.0,,,0.0
4469,529,HND,901730,1021514,La Bomba,2,1,39,4,0,,2,0.0,,,0.0
4495,503,HND,901730,1021511,Los carraos,1,2,50,4,1,,2,492.0,,,20.172
4496,502,HND,901730,1021511,Los carraos,1,2,49,3,0,,2,984.0,,,40.344
4497,501,HND,901730,1021511,Los carraos,1,1,73,3,1,,2,246.0,,,10.086
4498,500,HND,901730,1021511,La carraos ,1,1,33,3,0,,2,1230.0,,,50.43
4499,499,HND,901730,1021511,Aldea los carraos brisa del Norte ,1,1,32,6,0,,2,1476.0,2.0,196.8,60.516000000000005
4500,498,HND,901730,1021511,Los carraos,1,1,60,3,0,,2,410.0,,,16.810000000000002
4501,497,HND,901730,1021511,Aldea los carraos,1,1,68,1,1,,2,49.2,,,2.0172000000000003
4530,468,HND,901730,1021515,Colonia Infop,2,1,21,4,0,,2,0.0,,,0.0
4549,449,HND,901730,1021521,Centro de Santa Cruz de Yojoa ,2,2,39,4,0,,2,0.0,,,0.0
4550,448,HND,901730,1021521,"Redondel de los ganaderos, debajo de las gradas.",1,1,33,5,0,,2,205.0,,,8.405000000000001
4551,447,HND,901730,1021521,"La crucita, Santa Cruz de Yojoa",1,1,40,7,0,,2,820.0,,,33.620000000000005
4552,446,HND,901730,1021521,"La crucita, Santa Cruz de Yojoa ",1,2,20,8,0,,2,0.0,,,0.0
4553,445,HND,901730,1021521,"La herradura, Santa Cruz de Yojoa ",1,1,70,4,1,50.0,2,328.0,,,13.448
4554,444,HND,901730,1021521,"Barrio Herradura, Santa Cruz de Yojoa",1,1,47,5,0,,2,820.0,,,33.620000000000005
4555,443,HND,901730,1021521,"La Ceibita, Santa Cruz de Yojoa ",1,1,63,4,1,50.0,2,0.0,,,0.0
4556,442,HND,901730,1021521,"Aldea Santa Elena, Santa Cruz de Yojoa",1,1,52,7,0,,2,41.0,,,1.681
4557,441,HND,901730,1021521,"Santa Elena, Santa Cruz de Yojoa",1,2,75,1,1,50.0,2,1476.0,2.0,143.5,60.516000000000005
4558,440,HND,901730,1021521,Col.San pablo,1,1,74,3,1,,2,246.0,,,10.086
4559,439,HND,901730,1021521,"Colonia, La San pablo",1,2,60,4,0,,2,0.0,2.0,459.2,0.0
4560,438,HND,901730,1021521,"Colonia la San Pablo, Santa Cruz de Yojoa",1,1,24,4,1,100.0,2,369.0,2.0,295.2,15.129000000000001
4561,437,HND,901730,1021521,"Colonia San Pablo, Santa Cruz de Yojoa ",1,1,40,8,0,,2,8.2,2.0,492.0,0.3362
4562,436,HND,901730,1021521,"Barrio, El Reparto Santa Cruz de Yojoa",1,2,54,4,0,,2,0.0,,,0.0
4563,435,HND,901730,1021521,"Barrio El Reparto, Santa Cruz ",1,1,54,9,0,,2,246.0,2.0,47.15,10.086
4564,434,HND,901730,1021521,"Comunidad, San Isidro",1,1,29,5,0,,2,0.0,2.0,328.0,0.0
4565,433,HND,901730,1021521,"Comunidad, San Isidro",1,1,29,4,0,,2,442.8,2.0,512.5,18.1548
4566,432,HND,901730,1021521,"Comunidad, San Isidro",1,1,30,3,0,,2,123.0,2.0,615.0,5.043
4567,431,HND,901730,1021521,"Comunidad, San Isidro",1,1,48,9,1,30.0,2,246.0,2.0,820.0,10.086
4568,430,HND,901730,1021521,Comunidad San Isidro,1,1,56,5,1,50.0,2,820.0,1.0,200.0,33.620000000000005
4569,429,HND,901730,1021521,"Comunidad, Santa Cruz",1,2,42,2,1,,1,0.0,2.0,205.0,0.0
4600,398,HND,901730,1021518,Colonia  San gaspar 4,1,1,33,5,0,,2,0.0,,,0.0
4601,397,HND,901730,1021518,La coroza nueva murcia,1,2,52,4,0,,2,0.0,,,0.0
4602,396,HND,901730,1021518,Riolindo nueva murcia,1,1,46,3,0,,2,28.7,,,1.1767
4603,395,HND,901730,1021518,Rio lindo nueva murcia,1,1,59,5,0,,2,328.0,,,13.448
4604,394,HND,901730,1021518,Rio lindo colonia la belen,1,1,32,6,0,,2,0.0,,,0.0
4605,393,HND,901730,1021518,Colonia la paz bloque 3,1,1,75,3,0,,2,246.0,,,10.086
4606,392,HND,901730,1021518,Barrio el paraiso,1,1,41,4,0,,2,0.0,,,0.0
4611,387,HND,901730,1021518,El sapote san fransisco d yojoa,1,2,33,4,0,,2,0.0,,,0.0
4612,386,HND,901730,1021518,El sapote san fransisco d yojoa,1,2,51,7,0,,2,0.0,,,0.0
4613,385,HND,901730,1021518,El sapote san francisco d yojoa,1,1,28,3,0,,2,24.6,,,1.0086000000000002
4614,384,HND,901730,1021518,El sapote san francisco d yojoa,1,1,26,5,0,,2,0.0,,,0.0
4615,383,HND,901730,1021518,El sapote san francisco,1,1,47,9,1,,2,0.0,,,0.0
4616,382,HND,901730,1021518,El dapote san francisco d yojoa,1,1,63,3,0,,2,28.7,,,1.1767
4617,381,HND,901730,1021518,El sapote san francisco d yojos,1,1,40,4,1,,2,0.0,,,0.0
4618,380,HND,901730,1021518,El sapote san francisco d yojoa,1,2,42,4,0,,2,0.0,,,0.0
4619,379,HND,901730,1021515,San pablo #1,2,1,43,4,0,,2,0.0,,,0.0
4620,378,HND,901730,1021518,Rio lindo barri_ el para_so ,1,1,28,3,0,,2,0.0,,,0.0
4621,377,HND,901730,1021518,Rio lindo nueva Murcia ,1,1,48,4,0,,2,0.0,,,0.0
4622,376,HND,901730,1021518,Rio lindo nueva Murcia,1,2,38,4,0,,2,0.0,,,0.0
4623,375,HND,901730,1021518,Rio lindo colonia la Bel_n ,1,1,30,4,1,,2,0.0,,,0.0
4624,374,HND,901730,1021518,Colonia la paz bloque 2,1,1,16,2,0,,2,0.0,,,0.0
4625,373,HND,901730,1021518,Colonia la paz bloque 3,1,1,48,7,1,100.0,2,82.0,,,3.362
4626,372,HND,901730,1021518,Colonia la paz bloque 3,1,1,75,5,1,100.0,2,184.5,,,7.564500000000001
4627,371,HND,901730,1021513,Chivana,1,1,30,4,0,,2,0.0,,,0.0
4628,370,HND,901730,1021513,Chivana,1,1,42,6,1,,2,205.0,2.0,205.0,8.405000000000001
4629,369,HND,901730,1021513,Chivana,1,1,59,3,1,,2,4100.0,2.0,180.4,168.1
4630,368,HND,901730,1021513,Chivana,1,1,58,2,0,,2,0.0,,,0.0
4631,367,HND,901730,1021513,Chivana,1,1,28,5,1,,2,205.0,2.0,287.0,8.405000000000001
4632,366,HND,901730,1021513,Chivana,1,1,81,6,0,,2,82.0,2.0,41.0,3.362
